Traduzido Patch 1.1(Em Revisão) - Usar Este	
C85BDDE24DEF2C6D1713A6854F09C9B4=@DarkUltraGod como você pode me acusar de descarrilar o tópico? Você leu o primeiro post de prebbel? Vá em frente e role para cima, vou esperar. Agora, se você der uma olhada na postagem original do tópico, verá que foi um exemplo perfeito da típica vacuidade de baixo esforço do prebbel. Com isso em mente, como se pode dizer que descarrilei o tópico? Havia um tópico para se desviar? Não havia uma molécula de discurso inteligente ocorrendo quando enviei minha primeira resposta. Na verdade, foi @KillTheWeak quem primeiro descarrilou a conversa, deixando um comentário caracteristicamente mesquinho e sarcástico em resposta. Certamente você reconhece que esse comportamento passivo-agressivo senílico de KTW que ocorre de forma consistente, então por que bloquear este tópico em vez de repreendê-lo? Em segundo lugar, já que estamos nisso, por que não finalmente banir @TheZumzoMethod deste fórum e nos livrarmos da aura deletéria desse vigarista? Para ser honesto, sinto que a presença da equipe de moderação está faltando muito nos dias de hoje. Cada tópico que visito neste fórum é como um novo jogo de roleta Ruskucian, onde não sei se serei baleado na cara pela inanidade de prebbel, pela demência violenta de KTW ou pelo spam enganoso do Método Zumzo. Eu imploro a você @DarkUltraGod, por favor, use seu poder para consertar este fórum ou então legar sua posição para alguém mais ativo. Fico feliz em limpar as coisas se ninguém mais o fizer.	C85BDDE24DEF2C6D1713A6854F09C9B4=@DarkUltraGod how can you accuse me of derailing the thread? Did you read the first post by prebbel? Go ahead and scroll up, I'll wait. Now if you did take the time to look at the thread's original post you'll see it was a perfect example of prebbel's typical low-effort vacuousity. With that in mind how can it be said that I've derailed the thread at all? Was there a topic to deviate from? There wasn't one molecule of intelligent discourse occuring when I submitted my first reply. In fact, it was @KillTheWeak who first derailed the conversation by leaving a characteristically petty and snide remark in response. Surely you recognize that this senilic passive-aggressive behavior from KTW reoccurs on a consistent basis, so why lock this thread rather than reprimanding him? Secondly, while we're at it, why not finally ban @TheZumzoMethod from this forum and rid ourselves of that con-artist's deleterious aura? To be honest I feel that the moderation staff's presence is sorely lacking these days. Each thread I visit on this forum is like a new game of Ruskucian roulette, where I don't know whether I'll be shot in the face by prebbel's inanity, KTW's violent dementia or Zumzo Method's deceptive spamming. I'm begging you @DarkUltraGod, please use your power to fix this forum or else bequeath your position to someone more active. I'm happy to clean things up if no one else will.
1EEC69E4439F1A25FFA210B2AE924A91=@DarkUltraGod estou sendo ameaçado de morte pelo sr merda	1EEC69E4439F1A25FFA210B2AE924A91=@DarkUltraGod im getting death threated by mr shit
FEA9B5D143741B7AD9895AADAC3F22CB=@Hoggie Como foi o jogo de beisebol do seu filho?	FEA9B5D143741B7AD9895AADAC3F22CB=@Hoggie How was your son's baseball game?
3BCE078044AA8D6774079EADB3C326CB=@KillTheWeak Mas quem é você para negar os direitos deles? Algumas pessoas dizem que os idosos devem ser reunidos e transformados em ração para animais de estimação. Eu me oponho a esse tipo de retórica antiquada (embora tenha uma certa lógica, devo dizer!), mas o que torna seus direitos diferentes dos de um blubalbag? Ou um boobgoobler? Você é bem velho (não que isso seja uma coisa ruim!) e em alguns sistemas mais racionais um caçador empreendedor como eu poderia deixá-lo na fábrica de ração para animais de estimação mais próxima por uma bela recompensa.	3BCE078044AA8D6774079EADB3C326CB=@KillTheWeak But who are you to deny them rights? Some people say the elderly should be rounded up and made into pet food. I'm opposed to that sort of backwards ageist rhetoric (Though it has a certain logic, it must be said!) but what makes your rights any different from those of a blubalbag? Or a boobgoobler? You are quite old (Not that that's a bad thing!) and in some more enlightened systems an enterprising hunter such as myself could drop you off at the nearest pet food factory for a handsome reward.
80DEE2524A5263D85DAE5EBAAFD429EB=@KillTheWeak Como é possível que uma espécie inteira seja ruim? Não faz sentido lógico. Você acha que os Merkaloids evoluíram de uma poça de puro mal? Que eles surgiram em seu planeta natal prontos para causar o caos no universo? Que eles nutriram uns aos outros através de eras de luta e construíram uma sociedade baseada inteiramente no que é ruim? Que é de alguma forma sustentável para cada Merkaloid ser um vilão, apesar do fato de que eles nasceram em uma vida que não escolheram, mas anseiam, amam e sonham assim como nós?	80DEE2524A5263D85DAE5EBAAFD429EB=@KillTheWeak How is it even possible that an entire species is bad? It makes no logical sense. You think Merkaloids evolved from a puddle of pure evil? That they sprang up on their home planet ready to cause mayhem in the universe? That they nurtured each other through eons of struggle and built a society based entirely on what's bad? That it's somehow sustainable for every last Merkaloid to be a villain despite the fact that they’re born into a life they didn’t choose yet yearn and love and dream just as we do?
8914E4A14D1387DEE74F4A8D79681217=@KillTheWeak Minha geração raramente usa slime porque muitas vezes (Surpresa!) é de origem antiética. Blubalbags e boobgooblers produtores de slime trancados em gaiolas minúsculas sendo eletrocutados o tempo todo, isso soa sustentável para você? Claro, eles podem não ter um sistema nervoso central e nenhuma maneira de pensar ou sentir, mas isso significa que eles não têm direitos?	8914E4A14D1387DEE74F4A8D79681217=@KillTheWeak My generation rarely uses slime because it's often (Surprise!) unethically sourced. Slime-producing blubalbags and boobgooblers locked in tiny cages getting zapped around the clock, that sound sustainable to you? Sure, they might lack a central nervous system and any way to think or feel, but does that mean they don't have rights?
47EDEC854CDCF59C6C38BC9E296C2234=@KillTheWeak A votação é apenas um sistema entre muitos. Em outros planetas mais racionais, os líderes são escolhidos por meio de sorteio, luta de comida ou concurso de choro. Quem pode dizer que nosso modo de vida é inerentemente superior por assim dizer, os humildes povos da Nebulosa Loogie Amarela, que selecionam seus chefes governantes com base em quem tem mais piolhos púbicos? Eu certamente preferiria algum troglodita analfabeto (não que isso seja uma coisa ruim!) infestado de insetos em vez de Clugg a qualquer dia.	47EDEC854CDCF59C6C38BC9E296C2234=@KillTheWeak Voting is just one system among many. On other more enlightened planets leaders are chosen via raffle, food fight, or crying contest. Who's to say our way of life is inherently superior to say, the humble peoples of the Yellow Loogie Nebula, who select their ruling chieftains based on who has the most pubic lice? I would certainly prefer some illiterate troglodyte (Not that that's a bad thing!) with a bug-infested snatch over Clugg anyday.
A028033C44551E8C6E9F0C83E158427F=@KillTheWeak Assista. Aborde o assunto civilizadamente ou publique suas histórias de guerra em outro lugar.	A028033C44551E8C6E9F0C83E158427F=@KillTheWeak Watch it. Either address the topic civilly or post your war stories elsewhere.
32556E71483C7E6F99BC7191758932A2=@KillTheWeak Em geral, você tem muito pouco tempo sobrando, infelizmente.	32556E71483C7E6F99BC7191758932A2=@KillTheWeak You have very little time left in general, I'm afraid.
045D4DC94C24CE73557438AC66476FC4=@Mister_Stick Sem ameaças de morte. Combine um encontro cara a cara para um duelo adequado ou engula o choro.	045D4DC94C24CE73557438AC66476FC4=@Mister_Stick No death threats. Either arrange to meet IRL for a proper duel or suck it up.
A40D9F494FE057E27E244591201711EF=@R4v3nWolf Por alguma razão, isso me lembra de onde fomos em nosso primeiro encontro, hehe. Mas, por algum motivo, não consigo lembrar que planeta era aquele. Definitivamente havia botas pelo menos KKKKKKK.	A40D9F494FE057E27E244591201711EF=@R4v3nWolf For some reason this reminds me of where we went on our first date, hehe. But for some reason I can't remember what planet that was. There were definitely boots though Lol.
E1C49D8E48A0828CAA7C6289557728B0=@R4v3nWolf Não vai responder agora que te chamei na frente da sua namorada, moleque?	E1C49D8E48A0828CAA7C6289557728B0=@R4v3nWolf Not going to respond now that I called you out in front of your girl, punk?
FE8467DF49BEC8038044CD895493A9F9=@SailorJeff Você não quebrou nenhuma regra, mas estou encerrando isso porque é muito deprimente. Bloqueado.	FE8467DF49BEC8038044CD895493A9F9=@SailorJeff You didn't break any rules but I'm shutting this down because it's just too depressing. Locked.
E06A6872494F087F05DCEEBD695F0ED5=@Throwaway892343 Morra.	E06A6872494F087F05DCEEBD695F0ED5=@Throwaway892343 Die.
610F2CA444925E9267B482969CC3D801=@Throwaway892343 Vai se foder.	610F2CA444925E9267B482969CC3D801=@Throwaway892343 Fuck you.
B1E89DF64BA230BD7F41508903D8FDF0=@Throwaway892343 Onde?	B1E89DF64BA230BD7F41508903D8FDF0=@Throwaway892343 Where?
C6ED47374EDAACD12799F29EBFB8ED51=@Throwaway892343 vai se foder	C6ED47374EDAACD12799F29EBFB8ED51=@Throwaway892343 fuck you
2A9737264775B9B6E7914D99497A1BC9=@Z_Z_Z Gritei com a mulher que estava fazendo o pedido complicado até ela sair do café. Devo admitir que senti uma onda de poder (e orgulho!) Quando percebi que minhas ações realmente podem mudar o mundo. Mas o barista não parece menos estressado ou agradecido. Portanto, talvez a ação direta também não seja o melhor curso de ação.	2A9737264775B9B6E7914D99497A1BC9=@Z_Z_Z I yelled at the woman who was making the complicated order until she left the cafe. I must admit I felt a surge of power (And pride!) when I realized my actions really can change the world. But the barista doesn't seem less stressed out or even thankful. So maybe direct action isn't the best course of action either.
B639DFF04DB7A96FB1EFA69EF40189F6=@Z_Z_Z Essa é uma atitude bastante fatalista que, infelizmente, é muito típica das pessoas de hoje. O ataque de informações paralisou a todos, convencendo-os de que não há como afetar nada. Isso é verdade quando se trata de votar (perda de tempo!) ou protestar. Mas temos a capacidade de impressionar a cultura popular reunindo alguns dos artistas contemporâneos mais badalados e associando-os a essa terrível tragédia que está ocorrendo a milhões de anos-luz de distância.	B639DFF04DB7A96FB1EFA69EF40189F6=@Z_Z_Z That's a rather fatalistic attitude that is sadly very typical of people today. The information onslaught has paralyzed everyone, convincing them there's no way to affect anything. That's largely true when it comes to voting (Waste of time!) or protesting. But we do have the ability to make an impression on popular culture by gathering some of the hippest contemporary acts and associating them with this horrifying tragedy that's occurring millions of lightyears away.
0E033122473E81C449DCC39CE633ED92=@Z_Z_Z Você disse melhor antes, existem bilhões de atrocidades ocorrendo em todo o universo, então por que focar em uma tão distante? Decidi concentrar meus esforços nas atrocidades hiperlocais que acontecem na minha área imediata. Por exemplo, agora estou sentado em um café e há uma mulher fazendo um pedido muito complicado que está claramente causando algum estresse ao barista. Agora, isso não é exatamente vida ou morte, mas é algo que posso lidar com ação direta. Ao contrário das tragédias que acontecem tão longe, elas podem nem ser reais.	0E033122473E81C449DCC39CE633ED92=@Z_Z_Z You said it best before, there are billions of atrocities occurring all over universe so why focus on one so far away? I've decided to focus my efforts on the hyperlocal atrocities happening in my immediate area. For example right now I am sitting in a cafe and there's a woman making a very complicated order which is clearly causing the barista some stress. Now, this isn't exactly life or death but it is something I can handle with direct action. As opposed to tragedies happening so far away they might as well not even be real.
C4A877924930438096EAB9A7BD7D7619=@bobothehunter Olá! Se você está interessado em técnicas de quebra de escudo que são rápidas, eficazes e fáceis de aprender, posso ajudá-lo! Minha técnica não depende da ciência de combate antiquada, mas sim derivada da antiga Sabedoria de Combate! Meu mestre me fez jurar segredo então não posso revelar mais aqui, mas vou te enviar uma Mensagem Direta detalhando como você pode aprender O Método Zumzo! Tudo o que direi é o seguinte: imagine que você poderia atirar através das paredes!	C4A877924930438096EAB9A7BD7D7619=@bobothehunter Hello! If you are interested in shield-breaking techniques that are quick, effective and easy to learn I can help you out! My technique doesn't rely on old-fashioned combat science but instead is derived from ancient Combat Wisdom! My master swore me to secrecy so I can't reveal more here, but I'll send you a Direct Message detailing how you can learn The Zumzo Method! All I'll say is this: imagine you could shoot through walls!
521081DC41F965EB5ECAEE81109DBC81=@bobothehunter É um IC descontinuado feito pela TTC para armas de plasma. Eles são muito raros e valem muito dinheiro.	521081DC41F965EB5ECAEE81109DBC81=@bobothehunter It's a discontinued IC made by TTC for plasma weapons. They're very rare and worth a lot of money.
4A456EAA43BEFA0E59DB5EBC691BCD0B=@captnpissbath Boa pergunta! Na verdade, não tenho ideia de qual música é popular entre os jovens impressionáveis. Você se importaria de listar alguns grupos divertidos (e possíveis!) para o show?	4A456EAA43BEFA0E59DB5EBC691BCD0B=@captnpissbath Good question! I'm actually somewhat clueless about which music is popular with the impressionable youth. Would you mind listing some fun (And attainable!) groups for the concert?
09F8382A433BC4F4DAC6529B90B32EE6=@fiona_fishstick Por favor, não poste nos meus tópicos.	09F8382A433BC4F4DAC6529B90B32EE6=@fiona_fishstick Please don’t post in my threads.
03E9CF094A7BE333E3A60DB48883826A=@klazad_cockring Adicionando você à lista.	03E9CF094A7BE333E3A60DB48883826A=@klazad_cockring Adding you to the list.
6279474C45B24CFA78EFBABB35481E1E=@tootslug6 Não.	6279474C45B24CFA78EFBABB35481E1E=@tootslug6 No.
4D27D06F4A358AD1AF563D893D971574=@xSHITSTORMx Excluí sua postagem anterior porque era tão longa que quebrou o fórum.	4D27D06F4A358AD1AF563D893D971574=@xSHITSTORMx I deleted your earlier post because it was so long it broke the forum.
0C242744439CF8592AAC358F26FBB180=@xSHITSTORMx Pare de descarrilar o tópico ou vou detonar tudo. Primeiro e último aviso.	0C242744439CF8592AAC358F26FBB180=@xSHITSTORMx Stop derailing the thread or I'm nuking the whole thing. First and final warning.
CE673C35402C2B3658198A9EABF5C0B5=Um Banheiro Portátil. Cheio de merda.	CE673C35402C2B3658198A9EABF5C0B5=A Porta Potty. Full of shit.
6A916B8843F03216F295E288C8AEA1DA=Uma Rocha	6A916B8843F03216F295E288C8AEA1DA=A Rock
4866691243D93BBDE7475E9841482ED2=Nasce uma Estrela do Mar	4866691243D93BBDE7475E9841482ED2=A Starfish is Born
A27046824DA99F145D3D8C8D2A583882=Uma caixa onde você coloca o que você ama quando isso te irrita.	A27046824DA99F145D3D8C8D2A583882=A box you put the thing you love in when it pisses you off.
8B2820C348AB5D4440DD20ACC6130A31=Uma caixa. Nenhum jogo está completo sem ele.	8B2820C348AB5D4440DD20ACC6130A31=A crate. No game is complete without it.
0A91D4F74787264D4861678F73F7C362=Um Gatlian cibernético que foi fortemente experimentado pelo Dr. Giblets.	0A91D4F74787264D4861678F73F7C362=A cybernetic Gatlian that’s been heavily experimented on by Dr. Giblets.
EDB68D344E961E22364A8DBF784624D6=Um novo e divertido órgão para Kenny que permite que ele gere slime mais rápido para que você possa voltar aos Tiros Glob mais rápido com menos tempo de recarga. Isso não está relacionado e provavelmente não lhe interessa, mas também ajuda na estimulação da próstata.	EDB68D344E961E22364A8DBF784624D6=A fun new organ for Kenny that lets him generate slime faster so you can get back to Glob Shots quicker with less cooldown time. This is unrelated and probably doesn't interest you, but it also helps with prostate stimulation.
B8EE8B754849A1ABFFA419951CA16CAC=Um greeble que morreu. Não é importante!	B8EE8B754849A1ABFFA419951CA16CAC=A greeble that died. Not important!
D50125594A08DC9B8C9EA8B2C21813A2=Uma arma.	D50125594A08DC9B8C9EA8B2C21813A2=A gun.
6A6D268143B8B063690674BAFB849FBA=Um pote cheio de esperma alienígena que você comprou intencionalmente. É mais pesado do que você pensa. Você tem que carregar isso em todos os lugares agora.	6A6D268143B8B063690674BAFB849FBA=A jar full of alien cum that you intentionally purchased. It's heavier than you'd think. You gotta carry this around everywhere now.
26A24402486A2245C7E5A4A29EC3B411=Uma batida na porta do Capitão Skloop… poderia ser? Sim, é Flibby o Rato Nuvem. “Errei em deixar você. Você é a única que eu já amei. Finalmente, um final feliz! Se ao menos eles tivessem sido capazes de derrotar Lorde Skren, que cometeu genocídio após genocídio em toda a galáxia.	26A24402486A2245C7E5A4A29EC3B411=A knock on Captain Skloop’s door… could it be? Yes, it’s Flibby the Cloudrat. “I was wrong to leave you. You’re the only one I’ve ever loved.” A happy ending after all! If only they’d been able to defeat Lord Skren, who went on to commit genocide after genocide across the galaxy.
F68EED4D44D86721B29B34A7EB52DCCB=Um pouco de TV. Não tão bom quanto o da sua casa. Muito pequeno.	F68EED4D44D86721B29B34A7EB52DCCB=A little TV. Not as good as the one in your house. Much smaller.
"87A356DE42C7378F760049A7AB826FC9=Muitas pessoas pensam que ""Botas-Mag"" é a abreviação de ""Botas Magnéticas"" porque elas têm ímãs em suas solas e você pode usá-las para andar em superfícies magnéticas. Bem, essas pessoas estão certas! Isso é exatamente o que ele representa. Sem torção aqui! Parabéns para aquelas pessoas inteligentes que sabiam o que era curto."	"87A356DE42C7378F760049A7AB826FC9=A lot of people think ""Mag-Boots"" is short for ""Magnetic Boots"" because they have magnets on their soles and you can use them to walk on magnetic surfaces. Well, those people are right! That's exactly what it stands for. No twist here! Congratulations to those smart people who knew what it was short for."
0175D4774A83B76F25B0EF81A783FB36=Uma mandíbula esculpida no cadáver de 9-Torg. Usado como prova de morte para entregar a recompensa.	0175D4774A83B76F25B0EF81A783FB36=A mandible carved from 9-Torg's corpse. Used as proof-of-kill to turn in the bounty.
6F48EB004D2599859E85EE9480C4C5FE=Um parasita espacial praticamente inofensivo. Você deve ter pego isso em algum lugar. Não se preocupe, não deve ser capaz de matá-lo.	6F48EB004D2599859E85EE9480C4C5FE=A mostly-harmless space parasite. You must have picked this up somewhere. Don't worry, it shouldn't be able to kill you.
7403CE1D40D6F947402F178CD4383CF3=Um enigma misterioso criado com habilidade impecável. Quando resolvido, diz-se que abre um portal para uma dimensão de dor, onde o dono será submetido a tortura física e mental nas mãos de uma cabala de demônios, que são seus desejos psicossexuais mais sombrios encarnados. De 8 a 80 anos.	7403CE1D40D6F947402F178CD4383CF3=A mysterious puzzle created with immaculate craftsmanship. When solved, it is said to open a portal to a pain dimension, where the owner will be subjected to physical and mental torture at the hands of a cabal of demons that are your darkest psychosexual desires incarnate. Ages 8 - 80.
ECC50C6D4F8998169E98759AB7AD9EF8=Uma poça de lixo tóxico.	ECC50C6D4F8998169E98759AB7AD9EF8=A puddle of toxic waste.
FBAA9379402F59FC63CA2EA7FF742C15=Uma bolsa que o Sr. Keep encontrou.	FBAA9379402F59FC63CA2EA7FF742C15=A purse that Mr. Keep found.
A917A8B5453BF76F9F5EF3A993B901F0=Uma mesa normal que eu acho que é na verdade uma mesa de beer pong.	A917A8B5453BF76F9F5EF3A993B901F0=A regular table that I guess is actually a beer pong table.
60BF529842A375A751A164BE748C9065=Uma coluna rochosa que parece ter pertencido a um templo religioso ou a um restaurante com um tema de imitação barata.	60BF529842A375A751A164BE748C9065=A rocky column that looks like it belonged to a religious temple or a kitschy theme restaurant.
C619AC624A541C20017D988A20455DEC=Um tentáculo viscoso cortado do cadáver de Douglas. Cheira a álcool e traição.	C619AC624A541C20017D988A20455DEC=A slimy tentacle cut from Douglas' corpse. Reeks of alcohol and betrayal.
36812A6049A7442DF9C069BD53A1EE01=Uma assinatura para uma caixa de grimples fumegantes e encharcados entregues diretamente em sua caixa de correio, todos os meses. Você não pode cancelar. Você vai comer os grimples.	36812A6049A7442DF9C069BD53A1EE01=A subscription for a box of steaming hot and soggy grimples delivered straight to your mailbox, every month. You may not opt-out. You will eat the grimples.
"EE0DB210464C2A339DD41C9322D5954E=Um resgate surpreendente! A voraz besta-presa do Planeta Inferno atravessa a parede e distrai Lorde Skren por tempo suficiente para que nossos heróis escapem. Jazz pisca para o capitão Skloop. ""Ei, garoto, eu não disse que é sempre uma boa ideia fazer sexo com monstros assustadores?"""	EE0DB210464C2A339DD41C9322D5954E=A surprising rescue! The ravenous fangbeast from Planet Hell bursts through the wall and distracts Lord Skren long enough for our heroes to escape. Jazz winks at Captain Skloop. “Hey, kid, didn’t I tell you it’s always a good idea to have sex with scary monsters?”
2C51727D4FB553D8AF8DB19F1F42E626=Um tópico sobre corrida, tenho certeza que será bom.	2C51727D4FB553D8AF8DB19F1F42E626=A thread about race, I'm sure this will be good.
126FAFC848D7F591D8704982075FA6FF=Um lugar organizado para trabalhar.	126FAFC848D7F591D8704982075FA6FF=A tidy place to do some work.
04B2560047D5AB33BBA2B48B888904AE=Um pneu. Ok? Você gosta disso?	04B2560047D5AB33BBA2B48B888904AE=A tire. Okay? You like that?
C8F2A7814E01A80036E3D79CF77E62E1=A pedra de toque da habitação myte eficiente: os pequeninos cagam e dormem nestas coisas! Incrível!	C8F2A7814E01A80036E3D79CF77E62E1=A touchstone of efficient myte housing: the little guys shit and slept in these things! Incredible!
12E7205B42E65E7906CC528FE5079705=Uma cadeira de balanço inteira.	12E7205B42E65E7906CC528FE5079705=A whole rocking chair.
CD9FF0B348F9B1208E05F1BADECDBBC7=TPAB: Todos os Policiais Adoram Barricadas.	CD9FF0B348F9B1208E05F1BADECDBBC7=ACAB: all cops adore barricades.
6C06FA2A4B1A328DB2CA32B3023B5EF5=ACESSO RESTRITO	6C06FA2A4B1A328DB2CA32B3023B5EF5=ACCESS RESTRICTED
2CDC3FE14B872810A33874B4F7092F09=CARTÃO DE ATIVAÇÃO NÃO ENCONTRADO	2CDC3FE14B872810A33874B4F7092F09=ACTIVATION CARD NOT FOUND
005DEE074ADF6F8AB4B10B9193E4142D=DEPOIS	005DEE074ADF6F8AB4B10B9193E4142D=AFTER
